,area,eccentricity,perimeter
720,5.0,0.9422323684941285,3.2071067811865475
721,6.0,0.9606594016383402,6.414213562373095
722,2.0,1.0,0.0
723,10.0,0.8663906141587334,8.621320343559642
724,1.0,0.0,0.0
725,1.0,0.0,0.0
726,2.0,1.0,0.0
727,1.0,0.0,0.0
728,1.0,0.0,0.0
729,1.0,0.0,0.0
730,6.0,0.8703882797784892,6.207106781186548
731,1.0,0.0,0.0
732,8.0,0.6123724356957945,7.414213562373095
733,14.0,0.7750667996966731,11.656854249492381
734,1.0,0.0,0.0
735,1.0,0.0,0.0
736,2.0,1.0,0.0
737,3.0,0.816496580927726,3.414213562373095
738,3.0,0.816496580927726,3.414213562373095
739,3.0,0.816496580927726,3.414213562373095
740,23.0,0.8187391643537714,16.485281374238568
741,2.0,1.0,0.0
742,1.0,0.0,0.0
743,2.0,1.0,0.0
744,1.0,0.0,0.0
745,2.0,1.0,0.0
746,9.0,0.6945875203623408,8.242640687119284
747,3.0,0.816496580927726,3.414213562373095
748,21.0,0.9728923064850968,19.242640687119284
749,11.0,0.9174988955244402,10.414213562373096
750,1.0,0.0,0.0
751,2.0,1.0,0.0
752,1.0,0.0,0.0
753,1.0,0.0,0.0
754,8.0,0.6374476717323723,6.207106781186548
755,1.0,0.0,0.0
756,2.0,1.0,0.0
757,11.0,0.919232605556259,11.414213562373096
758,20.0,0.9457518066271815,16.82842712474619
759,4.0,0.9290823598794103,2.621320343559643
760,1.0,0.0,0.0
761,5.0,0.816496580927726,5.207106781186548
762,1.0,0.0,0.0
763,3.0,1.0,1.0
764,3.0,0.816496580927726,3.414213562373095
765,14.0,0.9677994010912089,14.863961030678926
766,1.0,0.0,0.0
767,1.0,0.0,0.0
768,1.0,0.0,0.0
769,7.0,0.832993127835043,7.65685424949238
770,1.0,0.0,0.0
771,10.0,0.7905694150420949,8.82842712474619
772,1.0,0.0,0.0
773,10.0,0.9726129051449802,11.242640687119284
774,2.0,1.0,0.0
775,2.0,1.0,0.0
776,5.0,0.816496580927726,5.207106781186548
777,28.0,0.9558584841028637,21.242640687119284
778,1.0,0.0,0.0
779,1.0,0.0,0.0
780,9.0,0.8770580193070292,6.242640687119286
781,7.0,0.8886656215775005,7.207106781186548
782,8.0,0.956294331260295,8.414213562373096
783,6.0,0.8164965809277259,5.414213562373095
784,1.0,0.0,0.0
785,1.0,0.0,0.0
786,1.0,0.0,0.0
787,11.0,0.5097856874585105,9.82842712474619
788,1.0,0.0,0.0
789,3.0,0.816496580927726,3.414213562373095
790,4.0,0.9128709291752769,3.2071067811865475
791,7.0,0.7268710698001566,7.242640687119286
792,2.0,1.0,0.0
793,1.0,0.0,0.0
794,1.0,0.0,0.0
795,1.0,0.0,0.0
796,1.0,0.0,0.0
797,11.0,0.9026759070641875,10.414213562373096
798,1.0,0.0,0.0
799,3.0,0.816496580927726,3.414213562373095
800,4.0,0.9606594016383402,3.414213562373095
801,1.0,0.0,0.0
802,6.0,0.7905694150420949,6.0
803,1.0,0.0,0.0
804,21.0,0.7694071217060966,15.071067811865476
805,5.0,0.816496580927726,5.207106781186548
806,1.0,0.0,0.0
807,2.0,1.0,0.0
808,6.0,0.9720309520281837,5.207106781186548
809,2.0,1.0,0.0
810,1.0,0.0,0.0
811,12.0,0.4907192147942729,10.242640687119284
812,2.0,1.0,0.0
813,5.0,0.816496580927726,5.207106781186548
814,3.0,0.816496580927726,3.414213562373095
815,3.0,1.0,1.0
816,2.0,1.0,0.0
817,3.0,0.816496580927726,3.414213562373095
818,4.0,0.0,4.0
